################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.3035942904683908E-02 a         1     0     1     1     1
 -7.6263705141151925E-02 a         2     0     1     1     2
  1.1637647524923708E-01 a         3     0     1     1     3
 -7.5055726695235414E-02 a         4     0     1     1     4
  8.7385075663569831E-02 a         5     0     1     1     5
  3.3816957130394648E-02 a         6     0     1     1     6
 -1.6766026627643563E-01 a         7     0     1     1     7
  1.0979789134750451E-01 a         8     0     1     1     8
 -1.3074444633749452E-01 a         9     0     1     1     9
 -1.1796571717400722E-01 a        10     0     1     1    10
 -4.8799823583208522E-02 a        11     0     1     1    11
 -3.8079751146597278E-02 a        12     0     1     1    12
 -1.5834334874014330E-01 a        13     0     1     1    13
 -7.6639354325063483E-02 a        14     0     1     1    14
  7.3496611792364205E-02 a        15     0     1     1    15
 -1.2105799056666239E-01 a        16     0     1     1    16
  1.0603048692132216E-02 a        17     0     1     1    17
  5.4066351940039080E-02 a        18     0     1     1    18
 -3.3392488473069089E-02 a        19     0     1     1    19
  1.6034147570957877E-01 a        20     0     1     1    20
 -4.9606442918585930E-02 a        21     0     1     1    21
 -9.7131436141101715E-02 a        22     0     1     1    22
 -8.3107602264089267E-03 a        23     0     1     1    23
 -6.2953777100475575E-02 a        24     0     1     1    24
  8.5438528378260339E-02 a        25     0     1     1    25
  5.6897961829957086E-02 a        26     0     2     1     1
 -1.8016746810853168E-01 a        27     0     2     1     2
  7.3191909331900354E-02 a        28     0     2     1     3
  1.0068628889451675E-02 a        29     0     2     1     4
 -1.9449240750602703E-01 a        30     0     2     1     5
 -1.9190179700716684E-01 a        31     0     2     1     6
  1.3334412680461252E-01 a        32     0     2     1     7
 -1.5688807319044448E-01 a        33     0     2     1     8
 -1.7536821088443116E-01 a        34     0     2     1     9
 -1.9518057951029830E-02 a        35     0     2     1    10
 -2.4611281040588713E-03 a        36     0     2     1    11
  2.7104330223984931E-02 a        37     0     2     1    12
 -1.6909117276991587E-01 a        38     0     2     1    13
 -2.4716408494596301E-01 a        39     0     2     1    14
  1.7643640141464806E-01 a        40     0     2     1    15
 -2.1094973139955706E-02 a        41     0     2     1    16
  2.3945283345446261E-01 a        42     0     2     1    17
  4.5769643883640056E-02 a        43     0     2     1    18
  4.8192841822804401E-02 a        44     0     2     1    19
 -2.0636852790065341E-01 a        45     0     2     1    20
 -2.1222897860711346E-01 a        46     0     2     1    21
 -1.9906948640067534E-01 a        47     0     2     1    22
 -4.2159249665295460E-02 a        48     0     2     1    23
  2.1840957027396728E-02 a        49     0     2     1    24
 -1.1990847793032501E-01 a        50     0     2     1    25
  2.2320369199345103E-02 a        51     0     3     1     1
  1.6504963195271405E-01 a        52     0     3     1     2
 -1.2484238537762857E-01 a        53     0     3     1     3
  2.0699568896071160E-02 a        54     0     3     1     4
 -1.0590633332962382E-01 a        55     0     3     1     5
 -8.6022240578547529E-02 a        56     0     3     1     6
  5.3191582579684649E-02 a        57     0     3     1     7
  2.4360906481821765E-03 a        58     0     3     1     8
  8.3291539688952046E-02 a        59     0     3     1     9
  1.0452432798748159E-02 a        60     0     3     1    10
 -1.3129807827506063E-01 a        61     0     3     1    11
 -8.4887967034552897E-02 a        62     0     3     1    12
  1.6796326452864307E-01 a        63     0     3     1    13
  1.4369582189881622E-01 a        64     0     3     1    14
 -3.6948926475796492E-02 a        65     0     3     1    15
  6.7051783254956324E-02 a        66     0     3     1    16
 -7.0074675735715174E-03 a        67     0     3     1    17
  1.0265985583802903E-01 a        68     0     3     1    18
  6.5816795060846311E-02 a        69     0     3     1    19
  1.0888871582115063E-01 a        70     0     3     1    20
 -3.0845764725076483E-02 a        71     0     3     1    21
  6.0376732982076076E-02 a        72     0     3     1    22
 -1.9406881091306772E-02 a        73     0     3     1    23
 -1.5097304495979749E-01 a        74     0     3     1    24
  2.4456215716628707E-01 a        75     0     3     1    25
 -2.4007958613582173E-01 a        76     0     4     1     1
 -3.5475434809267914E-01 a        77     0     4     1     2
 -1.9655039795305909E-01 a        78     0     4     1     3
  1.7045908383472788E-01 a        79     0     4     1     4
  1.3524441551052580E-01 a        80     0     4     1     5
  7.2043151473570308E-02 a        81     0     4     1     6
 -2.2278067932118509E-01 a        82     0     4     1     7
  1.4511962955610667E-02 a        83     0     4     1     8
 -2.4624426168157805E-02 a        84     0     4     1     9
 -3.0962933527966047E-01 a        85     0     4     1    10
 -1.7140865466354763E-01 a        86     0     4     1    11
  2.1156938487827606E-01 a        87     0     4     1    12
  2.1559256206397570E-01 a        88     0     4     1    13
 -1.5852596991140347E-01 a        89     0     4     1    14
  2.9901778281135605E-01 a        90     0     4     1    15
  2.0614504211078766E-01 a        91     0     4     1    16
  3.6151886125332440E-02 a        92     0     4     1    17
 -5.9274245345980019E-02 a        93     0     4     1    18
  9.1163826801556144E-02 a        94     0     4     1    19
  1.3316565497478744E-01 a        95     0     4     1    20
  5.4499792868566467E-02 a        96     0     4     1    21
 -7.5332909844110937E-02 a        97     0     4     1    22
 -2.5985069975017615E-02 a        98     0     4     1    23
  9.9407493357957597E-03 a        99     0     4     1    24
  1.8542707066317451E-01 a       100     0     4     1    25
 -6.9333968133058990E-02 a       101     0     5     1     1
 -1.4526236580991753E-01 a       102     0     5     1     2
  1.4476501698852284E-01 a       103     0     5     1     3
 -2.0147832503257049E-01 a       104     0     5     1     4
  2.6780615447937023E-01 a       105     0     5     1     5
 -1.5251390615714804E-02 a       106     0     5     1     6
  2.3983176833453954E-02 a       107     0     5     1     7
 -1.0299503356035713E-02 a       108     0     5     1     8
  9.0861193363971512E-02 a       109     0     5     1     9
  2.0867598832594275E-01 a       110     0     5     1    10
  9.6213003211009524E-03 a       111     0     5     1    11
 -2.0726429655621773E-01 a       112     0     5     1    12
 -2.1511965851695802E-02 a       113     0     5     1    13
  4.7354087833354201E-02 a       114     0     5     1    14
 -2.3767001667873414E-01 a       115     0     5     1    15
 -2.5806587740126052E-01 a       116     0     5     1    16
 -1.8600615379562667E-02 a       117     0     5     1    17
  1.0139138428609169E-01 a       118     0     5     1    18
  3.7122441261606333E-02 a       119     0     5     1    19
 -1.4855156907941971E-02 a       120     0     5     1    20
  1.0291393763996355E-01 a       121     0     5     1    21
  8.9152887461849128E-02 a       122     0     5     1    22
 -3.6147373620769913E-01 a       123     0     5     1    23
 -1.8504663416146644E-01 a       124     0     5     1    24
 -6.8681777478693209E-02 a       125     0     5     1    25
  8.9217861892999017E-02 a       126     0     6     1     1
  1.6667962628350694E-01 a       127     0     6     1     2
 -2.2161034998822517E-02 a       128     0     6     1     3
 -1.5278339415601153E-01 a       129     0     6     1     4
  3.5447912371389841E-02 a       130     0     6     1     5
  2.2899496200385550E-01 a       131     0     6     1     6
  1.6987348643847197E-01 a       132     0     6     1     7
 -1.1243331364297353E-01 a       133     0     6     1     8
 -1.2488646596546789E-01 a       134     0     6     1     9
 -1.8267047408989148E-01 a       135     0     6     1    10
 -6.4230820045924175E-02 a       136     0     6     1    11
  1.8320839493493979E-01 a       137     0     6     1    12
  2.6581406381842493E-01 a       138     0     6     1    13
  5.7547359733049273E-02 a       139     0     6     1    14
 -1.5274830963784114E-01 a       140     0     6     1    15
  1.5503994160677678E-01 a       141     0     6     1    16
 -7.8841895991243333E-02 a       142     0     6     1    17
 -8.2594388699494412E-02 a       143     0     6     1    18
  1.1362423306271614E-01 a       144     0     6     1    19
  2.2170986700461887E-01 a       145     0     6     1    20
  1.2777455200012064E-01 a       146     0     6     1    21
  1.2939710252004250E-01 a       147     0     6     1    22
  1.3246116517372322E-01 a       148     0     6     1    23
  1.2564841886363334E-01 a       149     0     6     1    24
  1.5500347583379101E-01 a       150     0     6     1    25
 -1.9550041822058375E-01 a       151     0     7     1     1
 -6.9367159687096780E-02 a       152     0     7     1     2
  5.0639458880760803E-02 a       153     0     7     1     3
 -2.1739041855216888E-02 a       154     0     7     1     4
  1.3999366602398960E-01 a       155     0     7     1     5
  2.0881902012792827E-01 a       156     0     7     1     6
 -4.6903266718772069E-02 a       157     0     7     1     7
  2.1601921267761573E-01 a       158     0     7     1     8
 -2.0846866372140782E-01 a       159     0     7     1     9
 -8.0803445726718715E-02 a       160     0     7     1    10
  7.8625903307500619E-02 a       161     0     7     1    11
  1.8833386470144239E-01 a       162     0     7     1    12
  7.9670776604855595E-02 a       163     0     7     1    13
 -1.1600531386573514E-01 a       164     0     7     1    14
  3.4694409745762100E-02 a       165     0     7     1    15
 -6.1862529004962571E-02 a       166     0     7     1    16
 -3.3398675819738655E-02 a       167     0     7     1    17
  6.0290713908149024E-02 a       168     0     7     1    18
 -3.7933791568453466E-02 a       169     0     7     1    19
 -1.4486633954293057E-01 a       170     0     7     1    20
 -1.3774984777691635E-01 a       171     0     7     1    21
 -1.4401744531843569E-01 a       172     0     7     1    22
  2.2094589613844903E-01 a       173     0     7     1    23
  2.9215229318005818E-02 a       174     0     7     1    24
 -1.3341107322994475E-01 a       175     0     7     1    25
  1.8479194227199184E-02 a       176     0     8     1     1
  2.0854962506071881E-01 a       177     0     8     1     2
  1.5431275428413754E-01 a       178     0     8     1     3
 -9.3911995121582187E-02 a       179     0     8     1     4
  8.0721796978041188E-02 a       180     0     8     1     5
  2.3332162416264780E-02 a       181     0     8     1     6
  3.5169361883290347E-02 a       182     0     8     1     7
 -9.4140419625582270E-02 a       183     0     8     1     8
 -5.8608254480441185E-02 a       184     0     8     1     9
  1.6769795063556989E-01 a       185     0     8     1    10
 -1.1989420828908406E-01 a       186     0     8     1    11
  3.2408528658045721E-02 a       187     0     8     1    12
 -3.0851742019107717E-02 a       188     0     8     1    13
